intervalo;setor;endereco;turno;rota_setor;frequencia
07:30 à 12:00 hs;2-12;AV BI-CENTENARIO DA REVOLUÇÃO FRANCESA;MANHÃ;23;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R LUIZ DA CAMARA CASCUDO;MANHÃ;24;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R CARLOS DE BRITO;MANHÃ;25;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R GOVERNADOR LOPO GARRO;MANHÃ;26;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R ANTÔNIO PAULINO;TARDE;27;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R ANTÔNIO AURELIANO;TARDE;28;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R RUTE MOURA;TARDE;29;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;AV VISCONDE DE SÃO LEOPOLDO;TARDE;30;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R JORNALISTA ADROALDO SILVA;TARDE;31;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R DOUTOR JOÃO CRISOSTOMO DA SILVA;TARDE;32;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R PEDRO DA CUNHA ANDRADE;TARDE;33;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;AV BI-CENTENARIO DA REVOLUÇÃO FRANCESA;TARDE;34;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R ESTAÇÃO VARJAL;TARDE;35;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R PINTOR HÉLIO FEIJÓ;TARDE;36;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R WASHINGTON DUARTE ESPINDOLA;TARDE;37;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R SANFONEIRO LUÍS GONZAGA;TARDE;38;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R ITAQUITINGA;TARDE;39;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R CUPIRA;TARDE;40;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R ENGENHEIRO BARRA DO DIA;TARDE;41;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R BURITIZAL;TARDE;42;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R CAPINÓPOLIS;TARDE;43;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R DA OLARIA;TARDE;44;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;AV FORTE DO ARRAIAL NOVO DO BOM JESUS;TARDE;45;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;AV BI-CENTENARIO DA REVOLUÇÃO FRANCESA;TARDE;46;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R GURUPI;TARDE;47;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;AV ENGENHEIRO ABDIAS DE CARVALHO;TARDE;48;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R EPAMINONDAS C DE OLIVEIRA;TARDE;49;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R MIRABELA;TARDE;50;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R BREJAÚBA;TARDE;51;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R BONFINÓPOLIS;TARDE;52;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;BC GALÓPOLIS;TARDE;53;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R GALÓPOLIS;TARDE;54;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R GUARITA;TARDE;55;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R OSCAR BRANDÃO;TARDE;56;SEG, QUA, SEX
13:00 à 17:20 hs;2-12;R EPAMINONDAS C DE OLIVEIRA;TARDE;57;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DUARTE FILHO;MANHÃ;1;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R EDUARDO DE ANDRADE;MANHÃ;2;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R JOSÉ VELOSO;MANHÃ;3;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R COMENDADOR FRANCO FERREIRA;MANHÃ;4;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R MAUÉS;MANHÃ;5;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R EDUARDO DE ANDRADE;MANHÃ;6;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R MAUÉS;MANHÃ;7;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R JOSÉ VELOSO;MANHÃ;8;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R COMENDADOR JOSÉ VITA;MANHÃ;9;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R PROFESSORA MARIA DO CARMO ARAÚJO;MANHÃ;10;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R COMENDADOR JOSÉ VITA;MANHÃ;11;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R COMENDADOR FRANCO FERREIRA;MANHÃ;12;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;13;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R OURÉM;MANHÃ;14;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R COMENDADOR QUEIROZ DE OLIVEIRA;MANHÃ;15;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R OURÉM;MANHÃ;16;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;FABINHO;MANHÃ;17;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R PROFESSORA MARIA DO CARMO ARAÚJO;MANHÃ;18;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;EDUARDO DE ANDRADE;MANHÃ;19;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOUTOR JOSÉ RAMOS DE VASCONCELOS;MANHÃ;20;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R PROFESSORA MARIA DO CARMO ARAÚJO;MANHÃ;21;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R INDUSTRIAL JOSÉ PAULO ALIMONDA;MANHÃ;22;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R TEJUCUPAPO;MANHÃ;23;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOM EXPEDITO LOPES;MANHÃ;24;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;MANHÃ;25;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOM EXPEDITO LOPES;MANHÃ;26;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R PROFESSOR LUIZ GONZAGA PORTO;MANHÃ;27;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ESTUDANTE ANTÔNIO FARIAS FILHO;MANHÃ;28;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOM EXPEDITO LOPES;MANHÃ;29;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R COMENDADOR QUEIROZ DE OLIVEIRA;MANHÃ;30;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ITAPEMIRIM;MANHÃ;31;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ARAGUAIA;MANHÃ;32;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOM EXPEDITO LOPES;MANHÃ;33;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ITAQUARI;MANHÃ;34;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ITAPUÃ;MANHÃ;35;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOM EXPEDITO LOPES;MANHÃ;36;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;37;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ITAQUI;MANHÃ;38;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ITAPEMIRIM;MANHÃ;39;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;40;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R BEETHOVEN;MANHÃ;41;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;42;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DONA MARIA AUGUSTA NOGUEIRA;MANHÃ;43;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;44;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOUTOR JOÃO COSTA;MANHÃ;45;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R APARECIDA DE MINAS;MANHÃ;46;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DONA MARIA AUGUSTA NOGUEIRA;MANHÃ;47;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ISAAC MARKMAN;MANHÃ;48;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R ITAPEMIRIM;MANHÃ;49;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DONA MARIA AUGUSTA NOGUEIRA;MANHÃ;50;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;51;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOUTOR ARMANDO TAVARES;MANHÃ;52;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;MANHÃ;53;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R DOUTOR JOÃO COSTA;MANHÃ;54;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;AV CONSELHEIRO VILARES FRAGOSO;MANHÃ;55;SEG, QUA, SEX
07:30 à 12:00 hs;2-14;R JOÃO TRAJANO DA SILVA;MANHÃ;56;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R FABINHO;TARDE;57;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R INDUSTRIAL JOSÉ PAULO ALIMONDA;TARDE;58;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R DOUTOR JOSÉ RAMOS DE VASCONCELOS;TARDE;59;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R PIO MUNIZ DE FARIAS;TARDE;60;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOÃO TRAJANO DA SILVA;TARDE;61;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;TARDE;62;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R CORAÇÃO DE JESUS;TARDE;63;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R TEJUCUPAPO;TARDE;64;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R VENÂNCIO LEONARDO EVANGELISTA;TARDE;65;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R PORCINA COELHO;TARDE;66;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R RAIMUNDA COELHO;TARDE;67;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R TEJUCUPAPO;TARDE;68;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R FRUTUOSO DE BARROS;TARDE;69;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;TARDE;70;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R RAIMUNDA COELHO;TARDE;71;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R TEJUCUPAPO;TARDE;72;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R ARARIBÓIA;TARDE;73;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;TARDE;74;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R SANTA ROSA DE LIMA;TARDE;75;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;TARDE;76;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R DOUTOR NEHEMIAS GUEIROS;TARDE;77;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;TARDE;78;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R FRANCISCA BENIGNA CAVALCANTI;TARDE;79;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOAQUINA DA CONCEIÇÃO AZEVEDO;TARDE;80;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;LRG DA MUSTARDINHA;TARDE;81;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;BC DO COMISSARIADO;TARDE;82;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R BERTÓPOLIS;TARDE;83;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ BEZERRA CAVALCANTE;TARDE;84;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R FRANCISCA BENIGNA CAVALCANTI;TARDE;85;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R RAIMUNDA COELHO;TARDE;86;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOANA FRANCISCA DE AZEVEDO;TARDE;87;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R NETO CAMPELO JÚNIOR;TARDE;88;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOAQUINA DA CONCEIÇÃO AZEVEDO;TARDE;89;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R RAIMUNDA COELHO;TARDE;90;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R PAULISTANO;TARDE;91;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R FABINHO;TARDE;92;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R RAIMUNDA COELHO;TARDE;93;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R NATALINO TEIXEIRA;TARDE;94;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R DOUTOR ARMANDO TAVARES;TARDE;95;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R NATALINO TEIXEIRA;TARDE;96;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R DOUTOR JOÃO COSTA;TARDE;97;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R APARECIDA DE MINAS;TARDE;98;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ MOREIRA REIS;TARDE;99;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOÃO TRAJANO DA SILVA;TARDE;100;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R JOSÉ MOREIRA REIS;TARDE;101;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R CÉLIA;TARDE;102;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R FABINHO;TARDE;103;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R NATALINO TEIXEIRA;TARDE;104;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R DOM EXPEDITO LOPES;TARDE;105;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R TEJUCUPAPO;TARDE;106;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R OURÉM;TARDE;107;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R RAIMUNDA COELHO;TARDE;108;SEG, QUA, SEX
13:00 à 17:20 hs;2-14;R DOM EXPEDITO LOPES;TARDE;109;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R CORONEL ALFREDO DUARTE;MANHÃ;1;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R CRISÓPOLIS;MANHÃ;2;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R INCONFIDENTES;MANHÃ;3;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R GUARANÍ;MANHÃ;4;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R CLAUDINO DOS SANTOS;MANHÃ;5;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R MAGUARI;MANHÃ;6;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R JUVANDA;MANHÃ;7;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R POTIRAGUÁ;MANHÃ;8;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R GURJAÚ;MANHÃ;9;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R COTUMGUBA;MANHÃ;10;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R TINHORÃO;MANHÃ;11;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R JOSÉ DA BOMBA;MANHÃ;12;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R GUANACES;MANHÃ;13;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;ESTR DO BONGI;MANHÃ;14;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;TV BUGRE;MANHÃ;15;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R FELIPE MOURA;MANHÃ;16;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;TV TEÓFILO TWORZ;MANHÃ;17;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R DOUTOR JOÃO MARQUES;MANHÃ;18;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R PADRE GABRIEL MOUSINHO;MANHÃ;19;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R JOÃO IVO DA SILVA;MANHÃ;20;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R DONA MARIA VIEIRA;MANHÃ;21;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R JOÃO IVO DA SILVA;MANHÃ;22;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R TEÓFILO TWORTZ;MANHÃ;23;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;TV TEÓFILO TWORZ;MANHÃ;24;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R COSME VIANA;MANHÃ;25;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R CASTANHAL;MANHÃ;26;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R DA BACIA;MANHÃ;27;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R PIRAÍBA;MANHÃ;28;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R DO VIVEIRO;MANHÃ;29;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R COSME VIANA;MANHÃ;30;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R PROFESSOR FREDERICO CURIÓ;MANHÃ;31;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R GUANACES;MANHÃ;32;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R BREJO DA MADRE DE DEUS;MANHÃ;33;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R JOAQUIM DA SILVA CALDAS;MANHÃ;34;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R ENGENHEIRO BRANDÃO CAVALCANTE;MANHÃ;35;SEG, QUA, SEX
 07:30 à 12:00 hs;2-16;R ENGENHEIRO JOAQUIM CAMERINO;MANHÃ;36;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R OSCAR BRERARDO;TARDE;37;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ANTÔNIO PAES DE ANDRADE;TARDE;38;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R MARINGÁ;TARDE;39;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R POÁ;TARDE;40;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;ACESSO;TARDE;41;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ENGENHEIRO BRANDÃO CAVALCANTE;TARDE;42;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R POTYRA;TARDE;43;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R AURILÂNCIA;TARDE;44;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ANTÔNIO MOLITERNO;TARDE;45;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R DOUTOR SEVERINO JATOBÁ;TARDE;46;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R PEDRO AMÉRICO;TARDE;47;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ISAAC MARKMAN;TARDE;48;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R PEDRO AMÉRICO;TARDE;49;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ALEXANDRE PADILHA;TARDE;50;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R PIO MUNIZ DE FARIAS;TARDE;51;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R DESEMBARGADOR JOÃO BATISTA;TARDE;52;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R RANDOLFO PINTO FERREIRA;TARDE;53;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R EUCLIDES DA CUNHA;TARDE;54;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R CORONEL AMÉRICO FONTENELI;TARDE;55;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ISAAC MARKMAN;TARDE;56;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ACAJUTIBA;TARDE;57;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R UMBURANAS;TARDE;58;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R VINTE E SEIS DE MARÇO;TARDE;59;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ANALÂNDIA;TARDE;60;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ANNE FRANK;TARDE;61;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R PROFESSOR MÁRIO RAMOS;TARDE;62;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R UMBURANAS;TARDE;63;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R GURUPÉ;TARDE;64;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R DEUS-TE-GUARDE;TARDE;65;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R GURUPÉ;TARDE;66;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R SANTA EDWIRGES;TARDE;67;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R GOIÂNIA;TARDE;68;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R FAZENDA NOVA;TARDE;69;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R SANTA EDWIRGES;TARDE;70;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R TEÓFILO TWORTZ;TARDE;71;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R ANTÔNIO UCHOA;TARDE;72;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R JOSÉ DA SILVA BARBOSA;TARDE;73;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;R GOIÂNIA;TARDE;74;SEG, QUA, SEX
 13:00 à 17:20 hs;2-16;ESTR DO BONGI;TARDE;75;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R DOUTOR ELPHEGO JORGE DE SOUSA;MANHÃ;1;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;AV GENERAL SAN MARTIN;MANHÃ;2;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R ISAAC MARKMAN;MANHÃ;3;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;AV GENERAL SAN MARTIN;MANHÃ;4;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R APULCRO DE ASSUNÇÃO;MANHÃ;5;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R EDUARDO DE ANDRADE;MANHÃ;6;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R MINISTRO PASCHOAL CARLOS MAGNO;MANHÃ;7;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R DOUTOR GOMES PORTO;MANHÃ;8;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R ITAPORANGA;MANHÃ;9;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R MOSSORÓ;MANHÃ;10;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R DUARTE FILHO;MANHÃ;11;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R JOSÉ VELOSO;MANHÃ;12;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R DOUTOR TELESPHORO FRAGOSO;MANHÃ;13;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R MOSSORÓ;MANHÃ;14;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R VINTE E UM DE ABRIL;MANHÃ;15;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R PEDRO MELO;MANHÃ;16;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R JOSÉ VELOSO;MANHÃ;17;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R VISCONDE DE PARNAÍBA;MANHÃ;18;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R ARSÊNIO CALAÇA;MANHÃ;19;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R DUARTE FILHO;MANHÃ;20;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R LEILA FÉLIX KARAN;MANHÃ;21;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R QUINZE DE MARÇO;MANHÃ;22;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;TV PROFESSOR EVERALDO DA CUNHA LIMA;MANHÃ;23;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;ROTATÓRIA;MANHÃ;24;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R QUINZE DE MARÇO;MANHÃ;25;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R DOUTOR ANICETO RIBEIRO VAREJÃO;MANHÃ;26;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R PROFESSOR AVERTANO ROCHA;MANHÃ;27;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R EDUARDO CUSTÓDIO;MANHÃ;28;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R CÓRREGO NOVO;MANHÃ;29;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R VINTE E UM DE ABRIL;MANHÃ;30;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R JUSCELÂNDIA;MANHÃ;31;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R PAUDALHO;MANHÃ;32;SEG, QUA, SEX
07:30 à 12:00 hs;2-20;R ANTÔNIO CORREIA DE ARAÚJO;MANHÃ;33;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R CORONEL MIZAEL DE MENDONÇA;TARDE;34;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;ACESSO;TARDE;35;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R BREJO NOVO;TARDE;36;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R DESEMBARGADOR CAPISTRANO DE M E SILVA;TARDE;37;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R VISCONDE DE PORTO SEGURO;TARDE;38;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R MANOEL VIEIRA;TARDE;39;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R PROFESSOR JOSÉ CALAZANS;TARDE;40;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R PROFESSOR SILVIO DA CUNHA SANTOS;TARDE;41;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R FLORA RICA;TARDE;42;SEG, QUA, SEX
13:00 à 17:20 hs;2-20;R EQUADOR;TARDE;43;SEG, QUA, SEX
